Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;XRRigPosition;CameraGlobalPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability;GazeHitObject;GazeHitPosition
5835225;1000114070281747483;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);INVALID;;;INVALID;;;;INVALID;;;;;;;
5835226;1000114070286751167;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);INVALID;;;INVALID;;;;INVALID;;;;;;;
5835227;1000114070291754840;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);INVALID;;;INVALID;;;;INVALID;;;;;;;
5835228;1000114070296758501;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);INVALID;;;INVALID;;;;INVALID;;;;;;;
5835229;1000114070301762150;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);INVALID;;;INVALID;;;;INVALID;;;;;;;
5835230;1000114070306765785;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.248, -0.169, 0.954);(0.000, 0.000, 0.000);VALID;(-0.238, -0.167, 0.957);(-0.034, 0.000, 0.000);0.05937699;INVALID;;;;2;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835231;1000114070311769407;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.229, -0.189, 0.955);(0.000, 0.000, 0.000);VALID;(-0.224, -0.188, 0.956);(-0.034, 0.000, 0.000);0.05894056;INVALID;;;;2;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835232;1000114070316773017;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.263, -0.144, 0.954);(0.000, 0.000, 0.000);INVALID;;;;VALID;(-0.373, -0.037, 0.927);(0.034, 0.000, 0.000);0.05445985;2;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835233;1000114070321776614;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.270, -0.126, 0.955);(0.000, 0.000, 0.000);VALID;(-0.261, -0.052, 0.964);(-0.034, 0.000, 0.000);0.06123936;VALID;(-0.364, -0.075, 0.928);(0.034, 0.000, 0.000);0.04979854;0.5570829;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835234;1000114070326776792;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.274, -0.115, 0.955);(0.000, 0.000, 0.000);VALID;(-0.262, -0.050, 0.964);(-0.034, 0.000, 0.000);0.06117867;VALID;(-0.382, -0.025, 0.924);(0.034, 0.000, 0.000);0.05708292;0.4852036;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835235;1000114070331776995;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.277, -0.110, 0.954);(0.000, 0.000, 0.000);VALID;(-0.235, -0.146, 0.961);(-0.034, 0.000, 0.000);0.06124752;VALID;(-0.382, -0.028, 0.924);(0.034, 0.000, 0.000);0.05168903;0.2696167;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835236;1000114070336777199;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.279, -0.105, 0.954);(0.000, 0.000, 0.000);VALID;(-0.242, -0.123, 0.963);(-0.034, 0.000, 0.000);0.06132307;VALID;(-0.381, -0.030, 0.924);(0.034, 0.000, 0.000);0.05364899;0.3186363;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835237;1000114070341777400;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.281, -0.096, 0.955);(0.000, 0.000, 0.000);VALID;(-0.247, -0.112, 0.963);(-0.034, 0.000, 0.000);0.06115919;VALID;(-0.380, -0.031, 0.925);(0.034, 0.000, 0.000);0.05506518;0.3497624;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835238;1000114070346777601;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.283, -0.080, 0.956);(0.000, 0.000, 0.000);VALID;(-0.251, -0.108, 0.962);(-0.034, 0.000, 0.000);0.06171769;VALID;(-0.379, -0.028, 0.925);(0.034, 0.000, 0.000);0.0583807;0.3569714;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835239;1000114070351777800;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.286, -0.063, 0.956);(0.000, 0.000, 0.000);VALID;(-0.254, -0.097, 0.962);(-0.034, 0.000, 0.000);0.0624853;VALID;(-0.378, -0.027, 0.925);(0.034, 0.000, 0.000);0.05852619;0.385218;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835240;1000114070356777993;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.289, -0.048, 0.956);(0.000, 0.000, 0.000);VALID;(-0.256, -0.081, 0.963);(-0.034, 0.000, 0.000);0.06273147;VALID;(-0.378, -0.026, 0.926);(0.034, 0.000, 0.000);0.05854201;0.4259834;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835241;1000114070361778187;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.293, -0.035, 0.956);(0.000, 0.000, 0.000);VALID;(-0.257, -0.062, 0.964);(-0.034, 0.000, 0.000);0.06318913;VALID;(-0.377, -0.025, 0.926);(0.034, 0.000, 0.000);0.05818996;0.4700208;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835242;1000114070366778381;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.298, -0.023, 0.954);(0.000, 0.000, 0.000);VALID;(-0.259, -0.038, 0.965);(-0.034, 0.000, 0.000);0.06360061;VALID;(-0.376, -0.024, 0.926);(0.034, 0.000, 0.000);0.05800854;0.5128757;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835243;1000114070371781983;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.303, -0.014, 0.953);(0.000, 0.000, 0.000);VALID;(-0.262, -0.018, 0.965);(-0.034, 0.000, 0.000);0.06370859;VALID;(-0.376, -0.023, 0.926);(0.034, 0.000, 0.000);0.05775745;0.5318956;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835244;1000114070376785574;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.308, -0.008, 0.951);(0.000, 0.000, 0.000);VALID;(-0.265, -0.004, 0.964);(-0.034, 0.000, 0.000);0.06326178;VALID;(-0.375, -0.022, 0.927);(0.034, 0.000, 0.000);0.05762564;0.5369678;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835245;1000114070381789153;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.311, -0.004, 0.950);(0.000, 0.000, 0.000);VALID;(-0.267, 0.004, 0.964);(-0.034, 0.000, 0.000);0.06306782;VALID;(-0.374, -0.021, 0.927);(0.034, 0.000, 0.000);0.05755446;0.5415739;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835246;1000114070386792719;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.314, -0.001, 0.949);(0.000, 0.000, 0.000);VALID;(-0.270, 0.009, 0.963);(-0.034, 0.000, 0.000);0.06284483;VALID;(-0.373, -0.020, 0.928);(0.034, 0.000, 0.000);0.05755031;0.5477486;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835247;1000114070391796273;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.316, 0.000, 0.949);(0.000, 0.000, 0.000);VALID;(-0.272, 0.012, 0.962);(-0.034, 0.000, 0.000);0.06272282;VALID;(-0.372, -0.019, 0.928);(0.034, 0.000, 0.000);0.05753536;0.5550684;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835248;1000114070396799815;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.317, 0.001, 0.948);(0.000, 0.000, 0.000);VALID;(-0.273, 0.013, 0.962);(-0.034, 0.000, 0.000);0.06264281;VALID;(-0.372, -0.018, 0.928);(0.034, 0.000, 0.000);0.05750712;0.5648204;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835249;1000114070401803345;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.318, 0.001, 0.948);(0.000, 0.000, 0.000);VALID;(-0.274, 0.013, 0.962);(-0.034, 0.000, 0.000);0.06250539;VALID;(-0.371, -0.017, 0.928);(0.034, 0.000, 0.000);0.05743498;0.5747072;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835250;1000114070406806862;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.319, 0.001, 0.948);(0.000, 0.000, 0.000);VALID;(-0.275, 0.013, 0.961);(-0.034, 0.000, 0.000);0.06234763;VALID;(-0.371, -0.016, 0.929);(0.034, 0.000, 0.000);0.05745379;0.5831928;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835251;1000114070411807018;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.319, 0.001, 0.948);(0.000, 0.000, 0.000);VALID;(-0.276, 0.013, 0.961);(-0.034, 0.000, 0.000);0.06212267;VALID;(-0.370, -0.015, 0.929);(0.034, 0.000, 0.000);0.05742658;0.5914476;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835252;1000114070416807201;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.319, 0.001, 0.948);(0.000, 0.000, 0.000);VALID;(-0.276, 0.013, 0.961);(-0.034, 0.000, 0.000);0.06208513;VALID;(-0.370, -0.014, 0.929);(0.034, 0.000, 0.000);0.05737611;0.5985935;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835253;1000114070421807383;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.002, 0.947);(0.000, 0.000, 0.000);VALID;(-0.276, 0.013, 0.961);(-0.034, 0.000, 0.000);0.06199341;VALID;(-0.371, -0.013, 0.929);(0.034, 0.000, 0.000);0.05730934;0.6019983;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835254;1000114070426807591;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.002, 0.947);(0.000, 0.000, 0.000);VALID;(-0.277, 0.013, 0.961);(-0.034, 0.000, 0.000);0.06190699;VALID;(-0.371, -0.013, 0.929);(0.034, 0.000, 0.000);0.05719792;0.6034642;0;Distance Text Near;(-0.380, 1.630, 2.614)
5835255;1000114070431807799;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.002, 0.947);(0.000, 0.000, 0.000);VALID;(-0.277, 0.012, 0.961);(-0.034, 0.000, 0.000);0.06187306;VALID;(-0.371, -0.012, 0.928);(0.034, 0.000, 0.000);0.05710655;0.6059511;0.05158674;Distance Text Near;(-0.380, 1.630, 2.614)
5835256;1000114070436808008;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.003, 0.947);(0.000, 0.000, 0.000);VALID;(-0.277, 0.013, 0.961);(-0.034, 0.000, 0.000);0.06182066;VALID;(-0.371, -0.011, 0.928);(0.034, 0.000, 0.000);0.05704356;0.6070136;0.1505529;Distance Text Near;(-0.380, 1.630, 2.614)
5835257;1000114070441808215;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.003, 0.947);(0.000, 0.000, 0.000);VALID;(-0.277, 0.013, 0.961);(-0.034, 0.000, 0.000);0.06177598;VALID;(-0.372, -0.010, 0.928);(0.034, 0.000, 0.000);0.05701047;0.6073613;0.4264666;Distance Text Near;(-0.380, 1.630, 2.614)
5835258;1000114070446808421;63789618776872;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.321, 0.003, 0.947);(0.000, 0.000, 0.000);VALID;(-0.278, 0.013, 0.961);(-0.034, 0.000, 0.000);0.0617151;VALID;(-0.372, -0.010, 0.928);(0.034, 0.000, 0.000);0.05687448;0.608681;0.4839582;Distance Text Near;(-0.380, 1.630, 2.614)
5835259;1000114070451812089;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.003, 0.947);(0.000, 0.000, 0.000);VALID;(-0.278, 0.013, 0.961);(-0.034, 0.000, 0.000);0.0616048;VALID;(-0.372, -0.009, 0.928);(0.034, 0.000, 0.000);0.05681771;0.6096237;0.5755687;Distance Text Near;(-0.380, 1.630, 2.614)
5835260;1000114070456815665;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.003, 0.947);(0.000, 0.000, 0.000);VALID;(-0.278, 0.013, 0.960);(-0.034, 0.000, 0.000);0.06148904;VALID;(-0.373, -0.008, 0.928);(0.034, 0.000, 0.000);0.05679148;0.610664;0.6721318;Distance Text Near;(-0.380, 1.630, 2.614)
5835261;1000114070461819229;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.004, 0.947);(0.000, 0.000, 0.000);VALID;(-0.278, 0.013, 0.960);(-0.034, 0.000, 0.000);0.06145247;VALID;(-0.373, -0.008, 0.928);(0.034, 0.000, 0.000);0.05673948;0.6117981;0.8285605;Distance Text Near;(-0.380, 1.630, 2.614)
5835262;1000114070466822782;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.004, 0.947);(0.000, 0.000, 0.000);VALID;(-0.278, 0.014, 0.960);(-0.034, 0.000, 0.000);0.06133068;VALID;(-0.373, -0.008, 0.928);(0.034, 0.000, 0.000);0.05664036;0.6114919;0.8573655;Distance Text Near;(-0.380, 1.630, 2.614)
5835263;1000114070471826325;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.004, 0.947);(0.000, 0.000, 0.000);VALID;(-0.278, 0.014, 0.960);(-0.034, 0.000, 0.000);0.06113623;VALID;(-0.373, -0.008, 0.928);(0.034, 0.000, 0.000);0.05655747;0.6121441;0.8243425;Distance Text Near;(-0.380, 1.630, 2.614)
5835264;1000114070476829855;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.320, 0.004, 0.948);(0.000, 0.000, 0.000);VALID;(-0.278, 0.013, 0.960);(-0.034, 0.000, 0.000);0.06096652;VALID;(-0.373, -0.008, 0.928);(0.034, 0.000, 0.000);0.05643281;0.6124812;0.8340318;Distance Text Near;(-0.380, 1.630, 2.614)
5835265;1000114070481833377;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.319, 0.003, 0.948);(0.000, 0.000, 0.000);VALID;(-0.278, 0.013, 0.960);(-0.034, 0.000, 0.000);0.06091876;VALID;(-0.373, -0.007, 0.928);(0.034, 0.000, 0.000);0.05631338;0.6134431;0.8532183;Distance Text Near;(-0.380, 1.630, 2.614)
5835266;1000114070486836887;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.319, 0.003, 0.948);(0.000, 0.000, 0.000);VALID;(-0.278, 0.013, 0.960);(-0.034, 0.000, 0.000);0.06079128;VALID;(-0.373, -0.007, 0.928);(0.034, 0.000, 0.000);0.05629605;0.6145703;0.8606698;Distance Text Near;(-0.380, 1.630, 2.614)
5835267;1000114070491840385;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.319, 0.003, 0.948);(0.000, 0.000, 0.000);VALID;(-0.278, 0.012, 0.960);(-0.034, 0.000, 0.000);0.06073461;VALID;(-0.373, -0.006, 0.928);(0.034, 0.000, 0.000);0.05628936;0.6153954;0.8140137;Distance Text Near;(-0.380, 1.630, 2.614)
5835268;1000114070496840546;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.319, 0.004, 0.948);(0.000, 0.000, 0.000);VALID;(-0.278, 0.012, 0.961);(-0.034, 0.000, 0.000);0.06066355;VALID;(-0.373, -0.006, 0.928);(0.034, 0.000, 0.000);0.05624411;0.6157386;0.8125383;Distance Text Near;(-0.380, 1.630, 2.614)
5835269;1000114070501840706;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.319, 0.004, 0.948);(0.000, 0.000, 0.000);VALID;(-0.278, 0.012, 0.961);(-0.034, 0.000, 0.000);0.06054404;VALID;(-0.373, -0.005, 0.928);(0.034, 0.000, 0.000);0.05614549;0.6145062;0.7914324;Distance Text Near;(-0.380, 1.630, 2.614)
5835270;1000114070506840867;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.319, 0.004, 0.948);(0.000, 0.000, 0.000);VALID;(-0.278, 0.012, 0.961);(-0.034, 0.000, 0.000);0.06047244;VALID;(-0.374, -0.005, 0.928);(0.034, 0.000, 0.000);0.0561621;0.6136405;0.7966608;Distance Text Near;(-0.380, 1.630, 2.614)
5835271;1000114070511841028;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.319, 0.004, 0.948);(0.000, 0.000, 0.000);VALID;(-0.277, 0.011, 0.961);(-0.034, 0.000, 0.000);0.0603911;VALID;(-0.374, -0.004, 0.928);(0.034, 0.000, 0.000);0.05616124;0.6127045;0.8058773;Distance Text Near;(-0.380, 1.630, 2.614)
5835272;1000114070516841190;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.318, 0.004, 0.948);(0.000, 0.000, 0.000);VALID;(-0.277, 0.011, 0.961);(-0.034, 0.000, 0.000);0.06034422;VALID;(-0.374, -0.003, 0.927);(0.034, 0.000, 0.000);0.05612141;0.6113281;0.8169435;Distance Text Near;(-0.380, 1.630, 2.614)
5835273;1000114070521841351;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.318, 0.004, 0.948);(0.000, 0.000, 0.000);VALID;(-0.277, 0.011, 0.961);(-0.034, 0.000, 0.000);0.06028302;VALID;(-0.374, -0.003, 0.927);(0.034, 0.000, 0.000);0.05594813;0.6096293;0.8390093;Distance Text Near;(-0.380, 1.630, 2.614)
5835274;1000114070526841512;63789618776873;(-0.499, 1.634, 2.902);(-0.008, 0.999, -0.012, 0.039);(0.000, 0.000, 0.000);(-0.499, 1.634, 2.902);(0.078, -0.023, -0.997);VALID;(-0.318, 0.004, 0.948);(0.000, 0.000, 0.000);VALID;(-0.277, 0.011, 0.961);(-0.034, 0.000, 0.000);0.06019289;VALID;(-0.375, -0.003, 0.927);(0.034, 0.000, 0.000);0.0559103;0.6073323;0.8308126;Distance Text Near;(-0.380, 1.630, 2.614)
