Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;XRRigPosition;CameraGlobalPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability;GazeHitObject;GazeHitPosition
5838007;1000114084196989115;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.007, 0.016, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04537608;VALID;(-0.133, 0.011, 0.991);(0.034, 0.000, 0.000);0.04553071;0.2625384;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838008;1000114084201989484;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.006, 0.016, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04538001;VALID;(-0.133, 0.011, 0.991);(0.034, 0.000, 0.000);0.04555607;0.2623713;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838009;1000114084206989987;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.006, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04535956;VALID;(-0.133, 0.011, 0.991);(0.034, 0.000, 0.000);0.0456533;0.2622985;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838010;1000114084211994031;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.006, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04529794;VALID;(-0.133, 0.012, 0.991);(0.034, 0.000, 0.000);0.04565622;0.2621667;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838011;1000114084216994600;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.006, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04529659;VALID;(-0.133, 0.012, 0.991);(0.034, 0.000, 0.000);0.04568108;0.261931;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838012;1000114084221998656;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.006, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04535057;VALID;(-0.133, 0.012, 0.991);(0.034, 0.000, 0.000);0.04570716;0.2619262;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838013;1000114084226999237;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.007, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04535201;VALID;(-0.133, 0.012, 0.991);(0.034, 0.000, 0.000);0.04571872;0.2620108;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838014;1000114084232003141;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.007, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04534901;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04576557;0.2621025;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838015;1000114084237006897;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.006, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04535405;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04582221;0.2620122;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838016;1000114084242010503;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.005, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04533738;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04588461;0.2619499;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838017;1000114084247013962;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.004, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.022, 0.992);(-0.034, 0.000, 0.000);0.0453462;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04591719;0.2617076;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838018;1000114084252017273;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(-0.001, 0.018, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.022, 0.992);(-0.034, 0.000, 0.000);0.04536397;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04590395;0.2613326;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838019;1000114084257020546;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.002, 0.018, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.022, 0.992);(-0.034, 0.000, 0.000);0.0454834;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04603793;0.2611162;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838020;1000114084262023808;63789618790784;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.002, 0.018, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.022, 0.992);(-0.034, 0.000, 0.000);0.04557239;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04615253;0.2612001;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838021;1000114084267023626;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.003, 0.018, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.023, 0.992);(-0.034, 0.000, 0.000);0.04572846;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04624245;0.2612388;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838022;1000114084272023581;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.004, 0.018, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.023, 0.992);(-0.034, 0.000, 0.000);0.04581348;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04635677;0.2612795;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838023;1000114084277023672;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.007, 0.019, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04591346;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04648937;0.261224;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838024;1000114084282023898;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.010, 0.019, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04598008;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04652031;0.2611195;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838025;1000114084287024258;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.013, 0.019, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04604045;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04657047;0.2609489;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838026;1000114084292024752;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.015, 0.019, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04612667;VALID;(-0.133, 0.014, 0.991);(0.034, 0.000, 0.000);0.04676761;0.2608508;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838027;1000114084297025298;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.019, 0.019, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04618756;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04682989;0.2607787;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838028;1000114084302025842;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.023, 0.019, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04626317;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04681211;0.2606653;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838029;1000114084307026387;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.025, 0.019, 1.000);(0.000, 0.000, 0.000);VALID;(0.124, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04630296;VALID;(-0.133, 0.013, 0.991);(0.034, 0.000, 0.000);0.04690387;0.2605363;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838030;1000114084312030364;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.030, 0.019, 0.999);(0.000, 0.000, 0.000);VALID;(0.124, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04632488;VALID;(-0.134, 0.013, 0.991);(0.034, 0.000, 0.000);0.04692797;0.260434;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838031;1000114084317034191;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.032, 0.018, 0.999);(0.000, 0.000, 0.000);VALID;(0.123, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04640626;VALID;(-0.134, 0.013, 0.991);(0.034, 0.000, 0.000);0.0470014;0.2605222;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838032;1000114084322037871;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.033, 0.018, 0.999);(0.000, 0.000, 0.000);VALID;(0.123, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04642669;VALID;(-0.134, 0.012, 0.991);(0.034, 0.000, 0.000);0.04697222;0.260533;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838033;1000114084327041405;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.032, 0.018, 0.999);(0.000, 0.000, 0.000);VALID;(0.123, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04644722;VALID;(-0.134, 0.012, 0.991);(0.034, 0.000, 0.000);0.04697868;0.260565;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838034;1000114084332044791;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.034, 0.018, 0.999);(0.000, 0.000, 0.000);VALID;(0.123, 0.024, 0.992);(-0.034, 0.000, 0.000);0.04650886;VALID;(-0.134, 0.012, 0.991);(0.034, 0.000, 0.000);0.0470188;0.2605439;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838035;1000114084337048032;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.036, 0.018, 0.999);(0.000, 0.000, 0.000);VALID;(0.123, 0.023, 0.992);(-0.034, 0.000, 0.000);0.04652464;VALID;(-0.134, 0.012, 0.991);(0.034, 0.000, 0.000);0.04708404;0.260345;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838036;1000114084342051236;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.033, 0.017, 0.999);(0.000, 0.000, 0.000);VALID;(0.123, 0.023, 0.992);(-0.034, 0.000, 0.000);0.04662568;VALID;(-0.135, 0.011, 0.991);(0.034, 0.000, 0.000);0.04713639;0.2600414;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838037;1000114084347054430;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.028, 0.017, 0.999);(0.000, 0.000, 0.000);VALID;(0.123, 0.023, 0.992);(-0.034, 0.000, 0.000);0.04664497;VALID;(-0.135, 0.012, 0.991);(0.034, 0.000, 0.000);0.04717014;0.2596442;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838038;1000114084352054178;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.027, 0.017, 0.999);(0.000, 0.000, 0.000);VALID;(0.123, 0.022, 0.992);(-0.034, 0.000, 0.000);0.04667643;VALID;(-0.136, 0.012, 0.991);(0.034, 0.000, 0.000);0.04715113;0.2593735;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838039;1000114084357054063;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.026, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.122, 0.022, 0.992);(-0.034, 0.000, 0.000);0.04669365;VALID;(-0.136, 0.011, 0.991);(0.034, 0.000, 0.000);0.04723305;0.2590096;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838040;1000114084362054083;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.022, 0.017, 1.000);(0.000, 0.000, 0.000);VALID;(0.122, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04676403;VALID;(-0.137, 0.011, 0.991);(0.034, 0.000, 0.000);0.04731292;0.2587129;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838041;1000114084367054239;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.018, 0.016, 1.000);(0.000, 0.000, 0.000);VALID;(0.123, 0.021, 0.992);(-0.034, 0.000, 0.000);0.04681573;VALID;(-0.137, 0.011, 0.991);(0.034, 0.000, 0.000);0.04739206;0.2582893;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838042;1000114084372054531;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.013, 0.016, 1.000);(0.000, 0.000, 0.000);VALID;(0.122, 0.020, 0.992);(-0.034, 0.000, 0.000);0.04692977;VALID;(-0.137, 0.011, 0.990);(0.034, 0.000, 0.000);0.04743727;0.2579615;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838043;1000114084377054956;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.006, 0.016, 1.000);(0.000, 0.000, 0.000);VALID;(0.122, 0.020, 0.992);(-0.034, 0.000, 0.000);0.0470629;VALID;(-0.138, 0.011, 0.990);(0.034, 0.000, 0.000);0.04751508;0.2576535;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838044;1000114084382055407;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.008, 0.016, 1.000);(0.000, 0.000, 0.000);VALID;(0.122, 0.020, 0.992);(-0.034, 0.000, 0.000);0.04716469;VALID;(-0.138, 0.011, 0.990);(0.034, 0.000, 0.000);0.04752676;0.2574381;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838045;1000114084387055858;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.010, 0.016, 1.000);(0.000, 0.000, 0.000);VALID;(0.122, 0.020, 0.992);(-0.034, 0.000, 0.000);0.04721916;VALID;(-0.138, 0.011, 0.990);(0.034, 0.000, 0.000);0.0475511;0.2573498;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838046;1000114084392059769;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.012, 0.015, 1.000);(0.000, 0.000, 0.000);VALID;(0.122, 0.020, 0.992);(-0.034, 0.000, 0.000);0.04728582;VALID;(-0.139, 0.011, 0.990);(0.034, 0.000, 0.000);0.04760362;0.2573014;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838047;1000114084397063587;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.013, 0.015, 1.000);(0.000, 0.000, 0.000);VALID;(0.121, 0.020, 0.992);(-0.034, 0.000, 0.000);0.04733102;VALID;(-0.139, 0.010, 0.990);(0.034, 0.000, 0.000);0.04783966;0.2574537;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838048;1000114084402067255;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.013, 0.015, 1.000);(0.000, 0.000, 0.000);VALID;(0.121, 0.019, 0.992);(-0.034, 0.000, 0.000);0.04737842;VALID;(-0.139, 0.010, 0.990);(0.034, 0.000, 0.000);0.04781934;0.2572749;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838049;1000114084407070776;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.014, 0.014, 1.000);(0.000, 0.000, 0.000);VALID;(0.121, 0.019, 0.992);(-0.034, 0.000, 0.000);0.04743752;VALID;(-0.140, 0.009, 0.990);(0.034, 0.000, 0.000);0.04781717;0.2566577;0;Distance Text Near;(-0.453, 1.632, 2.624)
5838050;1000114084412074151;63789618790785;(-0.490, 1.636, 2.918);(-0.006, 0.999, -0.004, 0.050);(0.000, 0.000, 0.000);(-0.490, 1.636, 2.918);(0.100, -0.007, -0.995);VALID;(0.015, 0.014, 1.000);(0.000, 0.000, 0.000);VALID;(0.121, 0.018, 0.992);(-0.034, 0.000, 0.000);0.04748044;VALID;(-0.140, 0.009, 0.990);(0.034, 0.000, 0.000);0.04777611;0.2564265;0;Distance Text Near;(-0.453, 1.632, 2.624)
